productId,userId,score,time,summary,text,title,categories,description,directors,actors
B002OHDRF2,ACVFTS9X2MKJ8,2.0,2009-12-10,I guess I'm suppose to watch the new Transformers film next?  Could it be worse than the first one?,"Well, this week I've watched three recently released action films.  And in my opinion, CGI is just over the top!  Movies just don't look real anymore.  They look just too animated and kind of fake.  I just watched the new Star Trek, G. I. Joe, and this new fourth installment of The Terminator saga.  The action scenes are now more intense, unrealistic, and overwhelming.  There is so much LESS story, human interaction, compassion, and drama, and MORE visual screen consuming effects.  They even had a computer animated Terminator of Arnold Schwarzennegger.  This goes to show that pretty soon, movies won't even need actors anymore.  Computer animators will create new movie stars (heroes and villains).  Technology, again, is removing the human element of upcoming future jobs and physical social interaction.<br /><br />And, about the argument about Blue-Ray over the standard DVD:  I know that Blue Ray offers a better High Definition picture.  So, if I got myself conditioned to watching Hi Def films, I will then see the reduced quality of all my regular DVD's, and I don't want that to happen.  I'm at a level of tolerance that allows me to enjoy all my regular DVD's.  Blue Ray would just start me on a journey of frustration because I have so many good movies on DVD, and I do not want to buy them again.  Even renting Blue Ray will open the door to hindering my appreciation of my own standard DVD's.  Ignorance is bliss for me.  Blissful, and affordable, because I am done buying movies.  I can put my money towards better things these days.  So, you people just keep buying your favorite movies, over and over again.  It's only money.",Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,A1W50A0S6B9F3B,4.0,2009-11-05,not a big fan of the first three,"i was never a big fan of the terminator films<br />this one was differnt,i really liked its gritty sets etc. its well worth seeing!<br />check it out!",Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,A246EFMQ1K7N4G,5.0,2009-10-13,"Been a harsh critic in the past, but...",This movie was really good.  Confused how so many did not give it a good rating on Yahoo and other sites.  I am impressed.,Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,A3DHQ5WO80X1IZ,4.0,2009-08-19,Hell of a lot better than T3!,"Boy, this got hammered by most critics. But I don't know what the problem was - I know it's pretty grim from start of finish, and it doesn't have the humor of the earlier Terminator flicks. But I thought this was really well done, and that both Christian Bale and especially Sam Worthington did a fine job, the story moved along quickly for a 2-hour movie, and there were enough twists and turns to keep me interested throughout. Besides, how can you not love a movie who's leading babe is named Moon Bloodgood (REAL name, not her character!)I think it was unfairly maligned because of the high budget and Bale's on-set rant; but taken as a straight sci-fi action movie, it's pretty darn good!",Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,AVWU1O6TH3SXG,2.0,2012-03-08,What was the point of the movie?,"WARNING SPOILERS!!! What was the point of the movie? That's the question I kept asking myself after the movie. What was the point of the movie besides making money and gearing up for the obvious sequel a few years down the road.<br /><br />Terminator Salvation in my opinion is by far the worst terminator movie mainly because there is no point to the movie. No big secrets are revealed nothing new was done that hasn't been done before and better, and the story went no where except to make money and to get ready for more movies down the road.<br /><br />The only actors that had any impact were Sam Worthington and Moon Bloodgood. They were the only two that felt alive during this movie. Christian Bale did a terrible job, and he's a good actor two. Which reflects badly on the director McG. After all he did direct the two bad Charlie's Angles movies.<br /><br />The only real good thing about this movie were the special effects, but if that's the best thing you can say about a movie that isn't animated than that's not saying much.<br /><br />Overall: A real disappointment, just skip it and wait for it to come out on DVD and rent it.",Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,A5AIEA4LXWJH3,5.0,2011-10-25,Great Audio and Video,"Please describe the audio/video quality of any Blu-Ray you review.  Thanks to those who do this.<br /><br />The video quality was excellent.  The item description above says it is 2.40:1, but before I read that, I thought it was 2.35:1.<br /><br />The DTS-HD 5.1 Master Audio was also excellent - lot's of surround sounds and sub-woofer bass.<br /><br />The movie lasted about 1 hour and 47 minutes.  I thought it was pretty good, except for the ending, which I thought was incomplete.",Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,A1KBT3D1O0LA7L,4.0,2010-10-07,Good Continuation,"I thought the story behind this movie was a great idea, except for the plot behind the supporting actor but that's not a bad thing per se. My main question with it would be if Skynet could do this with one person why not make more of them? I would rate this one right up there with T2. This movie may break with the time-travel use of the first three movies but I see that as a wise choice. I don't know if there will be another Terminator movie but if it's close to the quality of this one it will be good.",Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,AY4AY8E840K2,4.0,2010-09-12,Good action movie for Terminator fans,"I've never been a Terminator fan maybe because I'm not an Arnold fan. I like Christian Bale since he played American Psycho. Therefore, I liked this movie. Simple as that. But if you're a huge fan of the series Terminator then indulge in owning a copy of Terminator Salvation.",Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,A31U2QT7SAL7K,4.0,2010-04-24,"Good ""extension"" with a moving Worthington performance","""Terminator: Salvation"" is a worthy addition to the franchise, featuring great state-of-the-arts special effects, an engaging storyline, and strong performances.<br /><br />Speaking of the latter, Sam Worthington has the more sympathetic part of a man, ripped from his criminal and murderous past to become a heroic figure of the future.  Worthington balances ""butt-kicking"" with emotional vulnerability that certainly make his the more memorable character to star Christian Bale's ""John Conner.""<br /><br />""Star Trek's"" Anton Yelchin is also surprisingly good as the young Kyle Reese, managing to downplay his native Russian accent that he purposely ""overplayed"" in the Trek film.<br /><br />Welcome ""appearances"" are made by both Linda Hamilton - in the form of a photograph and voiceover - and Arnold himself in a rather computer-generated way.",Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,A1QGMIQD8ZYDS8,3.0,2010-03-07,Not the story I expected!!,"I watched this movie, expecting a better storyline. There was less story and more special effects though. To me a movie is always a let down when that happens. I won't spoil it for you by telling you anything specifically in the movie. I will say that you can watch this without seeing any of the other terminator movies or The Sarah Connor Chronicles series and you will be able to follow with no problem. All in all I gave it 3 stars. Then again my views might also have been affected by my physical condition while watching the movie, as I have recently injured my back, and been laid up for over a week. Anyway, the movie is a great form of escapism, the action is almost non-stop as is the case with most terminator movies. I just wish there had been more to the storyline. It felt too gappy.<br /><br />Rod",Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,A18DRIV1PGJSZF,3.0,2010-02-15,Movie review,I guess I expected more from this movie after all the terminator series I've watched.  I just wasn't that impressed with it.  As always though there was great service from Amazon.,Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,A1AOUMPM23BY5A,4.0,2010-02-01,John Connor or Batman,Why do films that come out within 5 years of each other over use the in now hit actor? I would have prefered a no name actor to play John Conner.  The first time watching the movie I almost expected him to say I am Batman and throw a batarang or something. but other than this it is a great flick and follows well with the terminator line.,Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
B002OHDRF2,AOXL514GEE4AA,4.0,2010-01-17,"""Win or lose, this war ends tonight!""","Way to many people are trashing this movie for no good reason. This is a fine addition to the Terminator storyline. Set in the future after ""Judgment Day"" it follows John Connor leading the resistance. The movie is well written and well acted (Worthington has serious potential) and throws you the occassional curveball to keep you interested. The action is well done and cgi compliments it! A must see for anyone who is a fan of the franchise. If this is your first exposure to it, you will find yourself looking for the other three movies a.s.a.p.<br /><br />MY BLU-RAY THOUGHTS: A beautiful print with some eye popping sequences. Demo Disc potential. FINAL VERDICT: A MUST OWN.",Terminator Salvation (Full-Screen Edition),"Movies & TV, Science Fiction & Fantasy, Science Fiction, Robots & Androids","Product description Although Judgment Day has in fact occurred, the future for which John Connor (Christian Bale) was prepared has been partly altered by the appearance of a stranger named Marcus Wright (Sam Worthington). Connor must determine if Wright has been rescued from the past, or sent from the future. As the machines prepare for a final battle, Connor and Wright delve deep into Skynet's heart, uncovering a secret that could lead to the annihilation of mankind. Amazon.com Terminator Salvation restores some of the balance of huge freakin' explosions and emotionally compelling plot to the Terminator series. Set entirely after the nuclear assault that left the computer system Skynet in control of the world, Terminator Salvation follows John Connor (Christian Bale) as he grapples with both murderous robots and his superiors in the resistance, who aren't sure they believe the prophecies that Connor is destined to save humanity. Into the midst of this struggle tumbles Marcus Wright (Sam Worthington, who would later star in James Cameron's Avatar ); the last thing he remembers was being executed in prison decades before. Baffled, he falls into company with Kyle Reese (Anton Yelchin, Star Trek ) and a mute little girl, who soon get captured--but Wright then meets and bonds with Blair Williams (Moon Bloodgood, Eight Below ), a resistance fighter who remains loyal to the confused Wright even though Connor suspects he's not what he seems--or what he believes himself to be. Terminator Salvation isn't the astonishing synthesis of action and feeling that either The Terminator or T2 were; the plot threads are poorly woven and fray completely in the last third of the movie. Despite this, Terminator Salvation has at least two skillfully orchestrated action sequences that will get your heart racing, and Worthington’s beguiling mixture of toughness and vulnerability gives his relationship with Bloodgood a genuine pulse. It's imperfect, but compared with the hollow carcasses that most action movies (including Terminator 3 ) turn out to be, it's worth seeing. --Bret Fetzer",,"Christian Bale, Sam Worthington, Anton Yelchin, Moon Bloodgood, Helena Bonham Carter"
